merge_number,time_seconds,cumulative_time
1,0.2545039653778076,0.28038930892944336
2,0.24757885932922363,0.5282301902770996
3,0.24110889434814453,0.7695512771606445
4,0.23738718032836914,1.0071563720703125
5,0.23321104049682617,1.2405672073364258
6,0.23091983795166016,1.4717020988464355
7,0.22927403450012207,1.7011692523956299
8,0.2252969741821289,1.9266512393951416
9,0.222761869430542,2.149599313735962
10,0.22324085235595703,2.37302827835083
11,0.22009801864624023,2.5933470726013184
12,0.2184140682220459,2.811943292617798
13,0.21820712089538574,3.0303423404693604
14,0.2169170379638672,3.2474334239959717
15,0.2159440517425537,3.4635860919952393
16,0.21288585662841797,3.6766440868377686
17,0.21289968490600586,3.88972806930542
18,0.21024203300476074,4.100164175033569
19,0.20760703086853027,4.307966232299805
20,0.21031880378723145,4.518414258956909
21,0.2080390453338623,4.726629257202148
22,0.20555925369262695,4.932368278503418
23,0.20380282402038574,5.13634729385376
24,0.20513606071472168,5.341748237609863
25,0.2039179801940918,5.545832395553589
26,0.20380687713623047,5.749810218811035
27,0.20124483108520508,5.95123815536499
28,0.2032308578491211,6.1546313762664795
29,0.19848394393920898,6.353288412094116
30,0.19760823249816895,6.5510852336883545
31,0.19800496101379395,6.749248027801514
32,0.19595909118652344,6.945385217666626
33,0.1931450366973877,7.138727188110352
34,0.19278907775878906,7.331683158874512
35,0.19313788414001465,7.524996280670166
36,0.19109821319580078,7.716273307800293
37,0.1892092227935791,7.905682325363159
38,0.18835091590881348,8.094237327575684
39,0.18493413925170898,8.279356241226196
40,0.18451523780822754,8.464059352874756
41,0.18577289581298828,8.65001630783081
42,0.18416500091552734,8.834386348724365
43,0.1828019618988037,9.017357110977173
44,0.1809370517730713,9.1984703540802
45,0.18130183219909668,9.379935264587402
46,0.1832282543182373,9.563326358795166
47,0.18412280082702637,9.747578144073486
48,0.18088006973266602,9.928698301315308
49,0.18087291717529297,10.109745264053345
50,0.179948091506958,10.289839267730713
51,0.17936325073242188,10.469381332397461
52,0.17998385429382324,10.649539232254028
53,0.17925381660461426,10.828932285308838
54,0.1794452667236328,11.008565425872803
55,0.17678594589233398,11.185484170913696
56,0.17838120460510254,11.364072322845459
57,0.17595410346984863,11.540209293365479
58,0.17618799209594727,11.716615200042725
59,0.17694997787475586,11.893717288970947
60,0.1754748821258545,12.069372177124023
61,0.1749413013458252,12.24453330039978
62,0.17298507690429688,12.417702198028564
63,0.17321515083312988,12.591099262237549
64,0.1744990348815918,12.765790224075317
65,0.1705012321472168,12.936469316482544
